Delay (Days),Bugs Found,Bugs Fixed,Bug Fix Ratio,Team Size,Hours Worked,Budget (USD),Risk Factor,Critical Issues Found,Critical Issue Ratio,Feature Delivery Ratio,Team Skill Level,Resource Utilization Rate,Client Involvement,Complexity Score
34.0,26,15,0.5769230769230769,10,1440,80024,3,10,0.38461538461538464,0.25,Low,79,High,Medium
46.6,49,6,0.12244897959183673,7,1412,113661,2,18,0.3673469387755102,0.3333333333333333,High,93,Medium,Medium
50.0,99,98,0.98989898989899,18,1554,147142,2,19,0.1919191919191919,0.8125,Low,100,High,Low
37.300000000000004,74,43,0.581081081081081,9,1091,96173,9,0,0.0,0.7741935483870968,Low,77,Medium,High
50.0,93,34,0.3655913978494624,15,1944,114355,2,39,0.41935483870967744,0.8205128205128205,Medium,77,High,High
30.1,45,28,0.6222222222222222,20,1942,135200,3,7,0.15555555555555556,0.7352941176470589,High,92,Medium,Medium
50.0,72,27,0.375,5,1258,100084,2,22,0.3055555555555556,0.7619047619047619,Medium,88,High,Medium
47.0,40,26,0.65,19,1823,54520,2,15,0.375,0.925,High,80,High,High
38.7,47,14,0.2978723404255319,16,1071,194281,6,12,0.2553191489361702,0.9387755102040817,Medium,92,High,Medium
49.7,55,44,0.8,15,444,190473,3,14,0.2545454545454545,0.8181818181818182,Medium,64,Low,High
41.1,34,13,0.38235294117647056,14,665,144602,3,15,0.4411764705882353,0.5909090909090909,High,88,Medium,Low
50.0,48,0,0.0,9,1506,178680,2,22,0.4583333333333333,0.9487179487179487,Medium,52,Low,High
17.6,11,9,0.8181818181818182,20,433,67129,7,2,0.18181818181818182,0.8,Medium,71,Low,Low
50.0,72,9,0.125,7,708,81051,9,36,0.5,0.7777777777777778,Low,59,Low,High
50.0,63,28,0.4444444444444444,6,1448,76013,4,24,0.38095238095238093,0.7878787878787878,Medium,87,Medium,Medium
50.0,90,27,0.3,10,205,157090,8,16,0.17777777777777778,0.9787234042553191,Low,65,Low,High
50.0,98,76,0.7755102040816326,7,1607,111190,5,30,0.30612244897959184,1.0,Low,68,High,Medium
50.0,90,75,0.8333333333333334,13,1892,87286,2,42,0.4666666666666667,0.6470588235294118,Low,84,Low,High
22.0,17,5,0.29411764705882354,17,757,181195,9,4,0.23529411764705882,0.7906976744186046,Medium,78,Low,Medium
34.0,73,56,0.7671232876712328,5,387,110011,10,5,0.0684931506849315,1.0,Medium,97,Medium,High
50.0,85,2,0.023529411764705882,13,571,164264,8,17,0.2,1.0,Low,80,High,High
20.400000000000002,21,15,0.7142857142857143,18,1620,179884,5,5,0.23809523809523808,0.8387096774193549,Medium,92,Low,Low
50.0,94,51,0.5425531914893617,17,1971,184898,1,35,0.3723404255319149,0.0,Low,70,Medium,Medium
50.0,94,69,0.7340425531914894,19,1756,63529,4,29,0.30851063829787234,1.0,Low,83,Medium,High
31.5,44,35,0.7954545454545454,12,1653,91517,5,4,0.09090909090909091,0.6956521739130435,High,81,Low,Low
50.0,80,1,0.0125,9,1220,126509,9,35,0.4375,0.967741935483871,Low,57,Medium,Low
50.0,100,34,0.34,11,1427,183232,3,26,0.26,0.8,Low,79,High,Low
32.4,18,8,0.4444444444444444,20,1972,88953,8,6,0.3333333333333333,0.6923076923076923,Medium,50,Medium,High
50.0,78,61,0.782051282051282,12,1371,150393,4,22,0.28205128205128205,0.6923076923076923,High,74,Medium,Medium
50.0,62,2,0.03225806451612903,6,458,181672,10,20,0.3225806451612903,0.8285714285714286,Medium,92,High,Low
50.0,52,6,0.11538461538461539,9,353,173074,5,14,0.2692307692307692,0.2727272727272727,Medium,50,High,Low
50.0,53,39,0.7358490566037735,15,1483,177912,9,22,0.41509433962264153,0.6666666666666666,Low,71,High,High
18.1,14,9,0.6428571428571429,18,401,76347,8,1,0.07142857142857142,0.5,High,68,Low,High
21.2,31,19,0.6129032258064516,9,700,189242,7,0,0.0,0.2857142857142857,Low,68,Medium,Medium
48.3,82,23,0.2804878048780488,20,1394,87517,4,10,0.12195121951219512,0.9375,High,74,High,High
50.0,69,32,0.463768115942029,10,351,165796,6,29,0.42028985507246375,0.5238095238095238,Low,79,Medium,High
50.0,85,38,0.4470588235294118,8,685,149972,10,40,0.47058823529411764,0.875,Medium,69,Low,Medium
33.6,55,36,0.6545454545454545,6,1441,180214,5,9,0.16363636363636364,0.9183673469387755,Low,92,Medium,Medium
45.400000000000006,39,38,0.9743589743589743,9,1486,75470,1,11,0.28205128205128205,0.47368421052631576,Low,89,Medium,High
29.6,49,28,0.5714285714285714,18,559,102637,3,1,0.02040816326530612,0.8809523809523809,High,58,Low,Medium
50.0,79,46,0.5822784810126582,8,1159,69739,3,33,0.4177215189873418,0.8918918918918919,Low,66,Medium,Medium
48.4,38,25,0.6578947368421053,19,954,118724,10,17,0.4473684210526316,0.9642857142857143,Medium,50,Medium,High
50.0,58,52,0.896551724137931,15,1449,108030,2,20,0.3448275862068966,0.9642857142857143,High,64,Medium,Low
50.0,91,59,0.6483516483516484,14,1208,80440,2,44,0.4835164835164835,0.5833333333333334,Medium,57,Low,Low
31.1,40,34,0.85,18,1402,90507,7,4,0.1,0.7586206896551724,Medium,92,High,High
50.0,93,12,0.12903225806451613,19,1110,111895,6,31,0.3333333333333333,0.8636363636363636,Medium,52,High,Medium
30.0,22,21,0.9545454545454546,8,1936,169201,2,5,0.22727272727272727,0.7435897435897436,Medium,53,Medium,Medium
50.0,94,27,0.2872340425531915,11,340,195282,4,41,0.43617021276595747,0.8,Low,53,Medium,Low
50.0,85,27,0.3176470588235294,13,1835,95743,2,14,0.16470588235294117,0.9230769230769231,High,50,Medium,Low
46.300000000000004,94,3,0.031914893617021274,13,307,83228,7,8,0.0851063829787234,0.0,Low,87,Medium,Low
39.699999999999996,77,14,0.18181818181818182,12,1459,61367,9,4,0.05194805194805195,0.8,Medium,82,High,Low
50.0,48,29,0.6041666666666666,20,1658,166277,2,20,0.4166666666666667,1.0,Medium,75,Medium,High
35.6,20,10,0.5,15,980,189082,5,9,0.45,0.9285714285714286,Low,67,High,High
50.0,68,64,0.9411764705882353,18,1124,109898,7,27,0.39705882352941174,0.9090909090909091,High,91,High,High
50.0,53,52,0.9811320754716981,13,966,90013,8,14,0.2641509433962264,0.8,High,56,Medium,Medium
11.5,18,2,0.1111111111111111,6,1401,197216,9,1,0.05555555555555555,0.4,Low,97,High,Medium
23.0,52,42,0.8076923076923077,14,1429,131906,6,3,0.057692307692307696,0.8387096774193549,High,98,Medium,High
26.4,23,18,0.782608695652174,16,435,123024,10,8,0.34782608695652173,0.8888888888888888,High,80,Low,Low
47.7,38,27,0.7105263157894737,13,259,97294,5,17,0.4473684210526316,0.7954545454545454,High,91,High,Low
50.0,99,97,0.9797979797979798,17,342,87191,1,19,0.1919191919191919,0.8076923076923077,Low,61,Low,High
21.6,21,16,0.7619047619047619,15,1790,198791,10,3,0.14285714285714285,0.7931034482758621,Medium,71,Low,Medium
18.4,20,1,0.05,18,1194,165879,7,2,0.1,0.4,Low,93,Low,Medium
50.0,44,13,0.29545454545454547,20,1279,130850,1,16,0.36363636363636365,0.5833333333333334,Medium,57,Medium,High
48.099999999999994,38,25,0.6578947368421053,14,871,81453,1,19,0.5,1.0,Low,69,Low,Low
50.0,73,55,0.7534246575342466,16,347,154089,1,11,0.1506849315068493,0.5384615384615384,High,95,Low,High
50.0,65,2,0.03076923076923077,18,792,80192,7,29,0.4461538461538462,0.4444444444444444,High,77,High,Medium
14.5,12,5,0.4166666666666667,12,1092,154975,9,1,0.08333333333333333,0.8409090909090909,High,73,Low,Medium
17.7,20,12,0.6,8,1286,183680,4,4,0.2,0.8846153846153846,Medium,99,Low,Low
50.0,54,22,0.4074074074074074,10,1433,90073,2,23,0.42592592592592593,0.9565217391304348,Low,56,Low,Medium
46.5,32,31,0.96875,15,1969,132873,3,14,0.4375,0.7804878048780488,Medium,93,High,High
50.0,66,8,0.12121212121212122,16,1239,69448,5,30,0.45454545454545453,0.696969696969697,Medium,100,Medium,High
39.9,69,57,0.8260869565217391,17,1147,195310,1,2,0.028985507246376812,0.375,Medium,54,High,Low
50.0,67,24,0.3582089552238806,15,1662,72106,9,20,0.29850746268656714,0.8372093023255814,High,59,Low,Medium
39.49999999999999,92,22,0.2391304347826087,16,963,124158,7,2,0.021739130434782608,0.65,Medium,83,High,High
50.0,62,49,0.7903225806451613,7,875,74774,9,21,0.3387096774193548,0.8125,Low,100,High,High
50.0,96,49,0.5104166666666666,9,916,131325,7,18,0.1875,0.5238095238095238,High,59,Medium,Low
32.5,26,19,0.7307692307692307,7,1523,160993,9,11,0.4230769230769231,0.6,High,74,High,Medium
41.599999999999994,56,1,0.017857142857142856,9,517,70228,5,11,0.19642857142857142,0.9166666666666666,Low,71,Medium,Low
28.900000000000002,22,16,0.7272727272727273,17,515,92532,3,8,0.36363636363636365,1.0,High,71,High,Low
50.0,98,98,1.0,19,1450,124692,8,39,0.3979591836734694,0.5333333333333333,Low,76,Medium,High
38.1,39,34,0.8717948717948718,19,1775,123864,7,7,0.1794871794871795,0.7083333333333334,Low,73,High,High
50.0,74,67,0.9054054054054054,20,1990,147311,9,26,0.35135135135135137,0.8,High,58,Medium,Low
24.799999999999997,23,22,0.9565217391304348,9,1901,164680,2,8,0.34782608695652173,0.6666666666666666,Low,98,Low,Medium
37.4,38,28,0.7368421052631579,17,367,148281,4,11,0.2894736842105263,0.0,Low,75,High,Medium
8.9,13,5,0.38461538461538464,14,1899,173851,3,0,0.0,0.8,Medium,100,Low,Low
50.0,100,60,0.6,18,427,125524,4,28,0.28,1.0,Low,51,Medium,Low
19.4,48,7,0.14583333333333334,8,1913,181027,10,1,0.020833333333333332,0.7,High,100,High,Medium
50.0,78,2,0.02564102564102564,16,692,199596,7,32,0.41025641025641024,0.926829268292683,High,59,Medium,Medium
45.599999999999994,33,5,0.15151515151515152,5,999,173243,1,16,0.48484848484848486,0.9642857142857143,High,84,High,High
50.0,91,49,0.5384615384615384,8,1780,137167,3,23,0.25274725274725274,1.0,Medium,100,Low,Medium
22.2,15,11,0.7333333333333333,10,1861,85350,2,5,0.3333333333333333,0.9565217391304348,High,79,High,Medium
50.0,68,4,0.058823529411764705,17,1869,192352,8,18,0.2647058823529412,1.0,Low,52,Medium,Medium
49.8,42,2,0.047619047619047616,13,454,146474,7,20,0.47619047619047616,0.7647058823529411,Medium,99,Low,High
48.099999999999994,61,47,0.7704918032786885,13,1840,71656,7,14,0.22950819672131148,0.8275862068965517,Low,81,High,Medium
32.0,20,13,0.65,14,827,166894,10,9,0.45,0.5,Medium,70,Low,Low
50.0,64,21,0.328125,13,1509,65036,2,28,0.4375,0.7407407407407407,Low,96,Medium,High
50.0,95,81,0.8526315789473684,19,271,83090,2,25,0.2631578947368421,0.7142857142857143,High,93,Low,Low
42.4,40,23,0.575,16,961,166376,2,11,0.275,0.6896551724137931,Low,88,Low,High
50.0,83,17,0.20481927710843373,5,1706,98771,8,33,0.39759036144578314,0.7857142857142857,Medium,91,Medium,Low
50.0,76,49,0.6447368421052632,14,1621,178765,4,35,0.4605263157894737,0.6666666666666666,Medium,95,Medium,Low
19.4,25,4,0.16,16,1653,67023,9,1,0.04,0.9393939393939394,High,78,Low,High
50.0,79,37,0.46835443037974683,8,611,86405,4,19,0.24050632911392406,0.3333333333333333,Low,100,Medium,High
50.0,73,3,0.0410958904109589,7,334,131078,7,23,0.3150684931506849,0.775,Medium,79,High,Low
50.0,71,67,0.9436619718309859,19,1154,185622,6,26,0.36619718309859156,0.7096774193548387,Low,58,Medium,High
42.599999999999994,26,26,1.0,6,1902,82548,9,12,0.46153846153846156,0.75,High,61,Low,Medium
25.4,29,9,0.3103448275862069,7,713,101459,9,2,0.06896551724137931,0.6666666666666666,High,64,Medium,High
50.0,45,8,0.17777777777777778,9,550,138504,10,20,0.4444444444444444,0.625,High,55,High,High
20.8,15,0,0.0,18,1465,57939,8,1,0.06666666666666667,0.0,High,66,High,Low
50.0,90,69,0.7666666666666667,19,349,65705,3,18,0.2,0.9130434782608695,Medium,65,High,Medium
50.0,66,53,0.803030303030303,16,1016,84279,6,30,0.45454545454545453,0.9117647058823529,Medium,88,Low,Medium
43.1,75,71,0.9466666666666667,9,398,63265,5,6,0.08,0.88,Medium,57,Medium,Medium
50.0,59,55,0.9322033898305084,11,1762,91770,8,19,0.3220338983050847,0.9032258064516129,Low,70,High,High
50.0,75,59,0.7866666666666666,12,640,142509,1,31,0.41333333333333333,0.7083333333333334,Low,55,Medium,High
24.3,16,9,0.5625,8,1082,85110,5,7,0.4375,0.7674418604651163,High,80,Medium,High
47.199999999999996,56,48,0.8571428571428571,16,1333,125655,2,12,0.21428571428571427,1.0,Medium,53,High,High
43.1,59,32,0.5423728813559322,8,1006,147831,6,14,0.23728813559322035,0.9,High,93,High,Low
47.3,81,46,0.5679012345679012,6,480,137304,8,9,0.1111111111111111,0.47058823529411764,High,75,High,Low
47.3,76,58,0.7631578947368421,17,1462,128442,10,9,0.11842105263157894,0.813953488372093,Low,70,High,Medium
50.0,53,32,0.6037735849056604,5,954,136832,2,26,0.49056603773584906,0.7837837837837838,Medium,95,High,Medium
28.7,63,39,0.6190476190476191,6,1395,175946,3,1,0.015873015873015872,0.8372093023255814,Medium,91,High,High
42.39999999999999,77,48,0.6233766233766234,5,1103,132232,7,9,0.11688311688311688,0.9375,Low,86,High,Low
28.4,29,13,0.4482758620689655,9,1262,104353,9,11,0.3793103448275862,0.6666666666666666,High,99,High,Medium
50.0,51,42,0.8235294117647058,16,1584,119300,10,15,0.29411764705882354,0.8421052631578947,Medium,61,Medium,High
50.0,71,24,0.3380281690140845,20,849,175777,6,15,0.2112676056338028,0.6363636363636364,Medium,64,Medium,Medium
50.0,81,35,0.43209876543209874,9,794,61027,5,18,0.2222222222222222,0.25,High,84,Medium,Medium
26.5,20,11,0.55,13,1351,121203,3,7,0.35,0.9130434782608695,High,80,Low,Low
37.3,23,19,0.8260869565217391,12,307,76266,7,11,0.4782608695652174,0.9285714285714286,Low,53,High,High
50.0,52,45,0.8653846153846154,20,1177,102286,5,15,0.28846153846153844,0.09090909090909091,Low,50,High,Low
48.599999999999994,51,18,0.35294117647058826,10,1055,96081,1,20,0.39215686274509803,0.875,High,86,Low,High
50.0,60,50,0.8333333333333334,8,886,124596,8,15,0.25,0.75,Low,50,Medium,High
50.0,92,69,0.75,15,532,170301,5,33,0.358695652173913,0.9444444444444444,High,79,Medium,Low
34.3,33,0,0.0,17,1893,162119,9,10,0.30303030303030304,0.6086956521739131,High,98,Low,Low
43.699999999999996,51,5,0.09803921568627451,5,734,150551,4,12,0.23529411764705882,0.9787234042553191,Low,58,Medium,Medium
50.0,67,34,0.5074626865671642,16,1618,111945,1,21,0.31343283582089554,0.625,High,86,Low,Medium
50.0,95,15,0.15789473684210525,8,1508,127342,6,29,0.30526315789473685,0.9166666666666666,Medium,93,High,High
50.0,88,28,0.3181818181818182,18,1637,193978,8,14,0.1590909090909091,0.46153846153846156,Low,79,High,High
50.0,78,27,0.34615384615384615,7,1355,79414,1,15,0.19230769230769232,0.8125,Low,83,Medium,High
50.0,80,64,0.8,8,1593,103844,10,12,0.15,0.8048780487804879,Low,60,Medium,High
50.0,72,11,0.1527777777777778,6,1344,171209,5,32,0.4444444444444444,1.0,Medium,58,High,Medium
19.799999999999997,12,6,0.5,7,1308,65795,2,2,0.16666666666666666,0.4,High,54,Low,Medium
50.0,70,4,0.05714285714285714,18,966,150264,8,18,0.2571428571428571,0.9354838709677419,Low,99,High,High
34.3,58,24,0.41379310344827586,10,1300,153037,9,2,0.034482758620689655,0.7916666666666666,High,58,High,Medium
24.5,26,23,0.8846153846153846,18,1289,149425,4,3,0.11538461538461539,1.0,Medium,79,High,High
36.599999999999994,41,29,0.7073170731707317,18,1459,54101,4,11,0.2682926829268293,0.7142857142857143,Low,96,Low,Low
17.699999999999996,36,4,0.1111111111111111,12,1716,61596,7,3,0.08333333333333333,1.0,Medium,88,High,High
50.0,66,29,0.4393939393939394,15,1382,134060,4,13,0.19696969696969696,0.75,High,68,Low,High
50.0,48,9,0.1875,10,1482,161988,9,21,0.4375,0.9210526315789473,Medium,69,Medium,Low
50.0,73,6,0.0821917808219178,18,505,128613,7,22,0.3013698630136986,0.782608695652174,Medium,100,High,Medium
34.599999999999994,33,30,0.9090909090909091,18,1053,196089,9,7,0.21212121212121213,0.7894736842105263,High,59,Medium,Low
18.400000000000002,27,12,0.4444444444444444,7,1296,99933,1,3,0.1111111111111111,0.8571428571428571,Medium,91,Low,Medium
50.0,44,24,0.5454545454545454,11,1181,104759,6,21,0.4772727272727273,0.7906976744186046,Low,54,Low,High
28.799999999999997,48,0,0.0,11,1012,112739,9,6,0.125,0.9411764705882353,High,98,Medium,Low
36.099999999999994,51,49,0.9607843137254902,16,1250,180358,8,9,0.17647058823529413,0.7586206896551724,High,91,Medium,Medium
24.400000000000002,22,15,0.6818181818181818,9,233,118360,9,5,0.22727272727272727,0.7222222222222222,Medium,76,Low,High
50.0,84,74,0.8809523809523809,12,1222,194347,6,26,0.30952380952380953,0.9130434782608695,Low,71,Low,Medium
47.900000000000006,42,31,0.7380952380952381,20,576,192117,1,20,0.47619047619047616,0.8055555555555556,Low,96,Medium,Low
36.89999999999999,77,4,0.05194805194805195,7,1648,89591,1,4,0.05194805194805195,1.0,Low,76,Low,High
41.1,37,32,0.8648648648648649,20,232,51733,9,14,0.3783783783783784,1.0,High,90,High,High
33.6,80,52,0.65,18,1851,96993,2,0,0.0,0.0,High,67,High,Medium
16.5,22,16,0.7272727272727273,17,361,147793,7,2,0.09090909090909091,0.85,High,83,Medium,Medium
48.7,68,31,0.45588235294117646,17,976,148872,9,14,0.20588235294117646,0.5833333333333334,Low,91,High,Low
30.8,70,7,0.1,8,1281,61154,4,0,0.0,0.9591836734693877,Low,81,Medium,High
44.0,37,36,0.972972972972973,6,567,132440,1,15,0.40540540540540543,1.0,Low,93,Medium,High
39.599999999999994,36,9,0.25,15,986,86687,2,12,0.3333333333333333,0.5555555555555556,Low,86,Low,High
47.900000000000006,74,44,0.5945945945945946,17,1784,135557,1,3,0.04054054054054054,0.45454545454545453,Low,54,Medium,High
50.0,91,34,0.37362637362637363,17,375,127431,4,28,0.3076923076923077,0.9166666666666666,Medium,85,Medium,Medium
17.7,19,2,0.10526315789473684,15,938,77931,2,4,0.21052631578947367,0.5714285714285714,High,100,High,Low
20.9,10,4,0.4,19,1340,195421,9,3,0.3,0.8571428571428571,Low,58,Low,Low
36.599999999999994,62,6,0.0967741935483871,17,225,126506,7,1,0.016129032258064516,0.5,High,55,High,High
31.599999999999998,59,49,0.8305084745762712,10,484,120495,5,2,0.03389830508474576,0.925,High,83,Low,High
30.299999999999997,44,31,0.7045454545454546,7,939,115981,4,4,0.09090909090909091,0.7777777777777778,Medium,67,Medium,Medium
50.0,90,63,0.7,17,880,149585,6,38,0.4222222222222222,0.9318181818181818,Medium,56,Low,Medium
50.0,66,42,0.6363636363636364,20,843,96566,7,27,0.4090909090909091,0.8043478260869565,Low,69,Medium,High
50.0,50,18,0.36,13,1872,153005,6,23,0.46,0.7959183673469388,Medium,86,Low,Medium
20.599999999999998,24,18,0.75,11,1097,126370,2,3,0.125,0.8095238095238095,Low,93,High,Low
50.0,62,43,0.6935483870967742,18,1816,148825,2,31,0.5,0.23076923076923078,Medium,65,Medium,High
50.0,67,61,0.9104477611940298,7,423,115072,6,25,0.373134328358209,0.7948717948717948,High,76,High,Low
41.8,31,2,0.06451612903225806,12,1112,148073,7,12,0.3870967741935484,0.7692307692307693,Low,50,Low,Medium
43.5,69,64,0.927536231884058,8,1902,87139,6,9,0.13043478260869565,1.0,Medium,56,Medium,Medium
48.800000000000004,49,21,0.42857142857142855,19,853,67609,5,14,0.2857142857142857,0.5555555555555556,Medium,72,Medium,Low
13.899999999999999,15,3,0.2,10,1330,91978,6,0,0.0,0.6153846153846154,Low,93,Low,High
50.0,81,54,0.6666666666666666,18,1010,57652,10,29,0.35802469135802467,0.6842105263157895,High,61,Low,High
37.9,35,28,0.8,8,1837,190742,3,13,0.37142857142857144,1.0,High,63,Low,Medium
37.9,56,20,0.35714285714285715,15,1422,151879,10,6,0.10714285714285714,0.9705882352941176,Medium,92,Medium,High
31.2,60,37,0.6166666666666667,7,1576,85113,6,3,0.05,0.8148148148148148,Medium,89,Low,High
21.7,25,7,0.28,18,1421,86141,10,4,0.16,0.8333333333333334,Medium,94,Low,High
35.400000000000006,59,27,0.4576271186440678,10,1202,125716,3,5,0.0847457627118644,0.7222222222222222,High,94,High,Low
42.4,33,20,0.6060606060606061,17,1350,182497,8,14,0.42424242424242425,1.0,Medium,50,Medium,Low
50.0,62,43,0.6935483870967742,12,798,58570,5,31,0.5,0.7741935483870968,Medium,60,Low,High
37.0,38,34,0.8947368421052632,8,1372,79938,5,9,0.23684210526315788,0.5333333333333333,High,97,Medium,High
50.0,79,46,0.5822784810126582,12,809,58449,8,34,0.43037974683544306,0.0,High,63,Medium,Low
28.799999999999997,43,22,0.5116279069767442,18,539,86499,4,2,0.046511627906976744,0.9696969696969697,Low,63,High,High
46.699999999999996,36,3,0.08333333333333333,14,792,120082,9,18,0.5,0.7037037037037037,Medium,88,High,Low
44.599999999999994,96,12,0.125,12,499,134435,4,8,0.08333333333333333,1.0,Medium,91,Low,High
50.0,96,50,0.5208333333333334,19,354,74404,7,31,0.3229166666666667,0.35714285714285715,High,67,High,Medium
50.0,75,35,0.4666666666666667,19,1500,143905,2,23,0.30666666666666664,0.7941176470588235,Medium,87,Low,High
50.0,78,50,0.6410256410256411,9,1359,177228,6,13,0.16666666666666666,0.90625,Medium,67,Medium,Medium
34.599999999999994,97,97,1.0,10,1103,169673,1,3,0.030927835051546393,0.8571428571428571,High,100,Medium,Low
44.800000000000004,64,25,0.390625,13,368,147476,3,8,0.125,0.9130434782608695,Low,67,Low,High
15.100000000000001,16,12,0.75,5,637,174992,2,4,0.25,0.9387755102040817,Medium,91,Low,High
