Satisfaction Score,Complaints Raised,Complaints Resolved,Complaint Resolution Ratio,Resolution Time (hours),Feedback Sentiment,Revenue Generated (USD),Service Renewal Likelihood (%),Client Communication Rating,Past Renewals,Churn Risk,Account Manager Engagement,Product Usability Score,Customer Tenure
1,1.1877887740858786,2.3596945283974904,1.0707608607017112,1.0629182442177618,1,-0.28259891335276505,-0.6701016078378265,-0.9504062624037244,-0.9319811188240016,2,4,2,4
1,-0.9133765789759978,-0.45281384871513214,0.3548644244811084,1.0629182442177618,0,0.49870878462899415,1.2874834256362298,-0.23715578405196125,1.4500792487772804,0,4,10,8
2,1.608021844698254,-0.17156301100386992,-0.948067089440388,-0.2826695502526843,2,0.5909149172051301,1.6249980865800324,1.189345172651565,-1.5274962107243222,1,4,5,2
6,-1.1234931142821853,-1.0153155241376566,-1.506466309692458,-1.7243707586138766,1,0.9661987088006505,-1.210125065347911,1.189345172651565,-0.9319811188240016,0,8,8,3
1,-0.28302697305743485,-0.7340646864263944,-1.0411336261490665,0.9187481233816425,2,-0.9692773675370209,1.2874834256362298,0.4760946942998019,0.85456415687696,0,4,3,2
1,-0.9133765789759978,-0.45281384871513214,0.3548644244811084,0.48623776087328485,1,-1.1674111217463612,-1.6826455906692348,0.8327199334756834,-1.5274962107243222,1,1,8,5
2,-1.3336096495883731,-1.0153155241376566,-1.506466309692458,-1.0035201544332804,1,1.0916959735530503,-0.13007815032774206,-1.307031501579606,-0.33646602692368105,0,8,7,6
1,0.13720609755494045,1.2346911775524414,1.2855297915678916,0.39012434698253873,0,-0.6948404804976445,-1.6826455906692348,-0.9504062624037244,0.25904906497663943,0,2,7,8
5,1.3979053093920664,-0.7340646864263944,-1.3070380167452902,-1.6763140516685033,0,-0.3213615869966323,-1.0076162687816292,0.4760946942998019,-0.9319811188240016,2,8,5,4
2,-0.0729104377512472,-0.45281384871513214,-0.7087531379037867,-0.8593500335971612,1,1.1523732366593715,-0.1975810825165026,0.8327199334756834,1.4500792487772804,0,1,1,4
3,-1.5437261848945607,-1.0153155241376566,1.2855297915678916,-0.9074067405425342,1,1.552634259759602,0.6799570359373847,0.1194694551239203,0.25904906497663943,0,3,9,9
1,0.3473226328611281,-0.17156301100386992,-0.5758009426056748,1.1590316581085078,1,-0.41620400773443195,-1.4801367941029533,0.8327199334756834,-0.9319811188240016,1,10,5,7
1,-0.0729104377512472,-0.7340646864263944,-1.1076097237981224,1.2070883650538808,1,1.1275949702989378,0.7474599681261452,1.189345172651565,0.25904906497663943,0,7,9,9
1,-0.7032600436698101,-0.45281384871513214,-0.11046825906228314,0.7265212956001502,2,-0.9451315260994662,-1.0751192009703898,-1.307031501579606,-0.33646602692368105,2,10,7,6
4,-0.28302697305743485,-0.45281384871513214,-0.5758009426056748,-1.436030516941638,1,-1.5471360995980534,1.4224892900137507,0.1194694551239203,0.85456415687696,0,6,7,3
4,-0.0729104377512472,0.953440339841179,1.2855297915678916,-1.6282573447231303,0,-0.341194148342193,0.13993357842730017,0.8327199334756834,-0.9319811188240016,1,2,2,3
1,-1.3336096495883731,-1.0153155241376566,-1.506466309692458,0.582351174764031,2,-0.703324922721435,-1.4126338619141927,-0.9504062624037244,1.4500792487772804,1,8,6,6
1,-0.28302697305743485,-0.45281384871513214,-0.5758009426056748,1.6395987275622386,0,-1.1823690370571478,1.2874834256362298,0.4760946942998019,1.4500792487772804,0,6,5,5
1,-0.0729104377512472,0.1096878267073923,0.0889600338848846,0.053727398364927195,2,1.587609489764206,0.9499687646924269,0.8327199334756834,-0.33646602692368105,1,9,4,4
1,-0.9133765789759978,-0.17156301100386992,1.2855297915678916,0.9668048303270156,0,0.9179283436195707,-1.4801367941029533,-0.23715578405196125,0.25904906497663943,1,7,9,2
1,-1.5437261848945607,-1.0153155241376566,1.2855297915678916,1.303201778944627,1,1.714272121790225,-1.6826455906692348,-1.6636567407554874,0.85456415687696,0,9,6,3
1,0.3473226328611281,1.5159420152637035,1.2855297915678916,0.582351174764031,0,1.7386098224740463,-0.33258694689402374,1.189345172651565,-1.5274962107243222,2,8,6,9
4,-1.1234931142821853,-1.0153155241376566,-1.506466309692458,-1.1476902752693996,2,-0.5289888209471655,1.3549863578249903,-0.23715578405196125,1.4500792487772804,0,10,9,7
1,-1.3336096495883731,-0.7340646864263944,1.2855297915678916,-0.5710097919249227,0,0.943573529537209,1.084974629069948,-1.307031501579606,-1.5274962107243222,2,1,8,6
1,-1.3336096495883731,-0.7340646864263944,1.2855297915678916,0.9668048303270156,1,0.3596961018618125,-1.4126338619141927,1.189345172651565,0.25904906497663943,1,10,3,3
1,1.608021844698254,0.953440339841179,-0.20353479577096142,1.0629182442177618,0,1.0243533781134662,-0.8726104044041082,-0.5937810232278428,0.25904906497663943,1,8,2,1
1,-1.5437261848945607,-1.0153155241376566,1.2855297915678916,0.6784645886547771,1,-0.9325398748259679,-0.8726104044041082,1.5459704118274467,-1.5274962107243222,2,3,7,9
1,0.3473226328611281,-0.45281384871513214,-0.8860227316346025,0.0056706914195541235,1,-1.2736727205860296,-0.602598675649066,-1.307031501579606,1.4500792487772804,0,1,2,10
1,0.3473226328611281,1.5159420152637035,1.2855297915678916,1.6395987275622386,2,0.34075177776748616,0.8824658325036663,1.189345172651565,-0.9319811188240016,0,6,1,8
2,-0.4931435083636225,-1.0153155241376566,-1.506466309692458,-0.7632366197064151,1,1.3178411777173171,0.9499687646924269,-0.9504062624037244,-1.5274962107243222,2,5,7,4
1,0.3473226328611281,-0.45281384871513214,-0.8860227316346025,0.9187481233816425,2,-0.5863547355808851,1.1524775612587086,1.5459704118274467,0.25904906497663943,1,1,8,6
3,0.977672238779691,0.953440339841179,0.12219808270941276,-1.6282573447231303,0,-0.30218276826798013,-1.4126338619141927,-1.6636567407554874,0.85456415687696,2,3,7,3
2,-1.5437261848945607,-1.0153155241376566,1.2855297915678916,-1.0996335683240266,1,1.6878523929895104,0.004927714049779068,-1.6636567407554874,-1.5274962107243222,1,5,5,5
2,1.608021844698254,0.39093866441865455,-0.5758009426056748,-0.33072625719805737,2,-0.30880546521318347,0.8149629003149058,0.4760946942998019,-0.9319811188240016,1,2,7,5
3,1.1877887740858786,0.39093866441865455,-0.43262165536155417,-1.5321439308323843,1,-1.1433292333908953,0.6799570359373847,0.1194694551239203,0.85456415687696,1,1,1,2
1,-1.1234931142821853,-0.7340646864263944,-0.11046825906228314,1.5915420206168656,0,-1.597516916488066,-1.1426221331591504,1.5459704118274467,1.4500792487772804,1,4,9,2
1,-0.0729104377512472,-0.45281384871513214,-0.7087531379037867,-0.04238601552581895,2,-0.7663755557630545,-0.737604540026587,0.1194694551239203,-0.33646602692368105,2,5,3,7
1,0.5574391681673158,-1.0153155241376566,-1.506466309692458,0.19789751920104642,2,0.035972706225944104,-0.6701016078378265,0.1194694551239203,-0.9319811188240016,0,1,7,10
1,0.7675557034735033,-1.0153155241376566,-1.506466309692458,0.9668048303270156,2,1.2929136874986762,-0.13007815032774206,-0.5937810232278428,0.25904906497663943,2,4,6,9
1,-1.5437261848945607,-1.0153155241376566,1.2855297915678916,0.9187481233816425,0,-0.4365339819406839,-0.5350957434603054,-0.23715578405196125,0.25904906497663943,2,9,5,9
4,0.3473226328611281,-0.7340646864263944,-1.1962445206635302,-1.7243707586138766,1,-0.3649349535931849,0.7474599681261452,0.4760946942998019,-1.5274962107243222,0,9,2,1
1,-0.7032600436698101,0.1096878267073923,1.2855297915678916,-0.5710097919249227,0,1.5808020394707458,-0.1975810825165026,-1.307031501579606,-0.33646602692368105,1,9,4,9
1,-0.4931435083636225,0.39093866441865455,1.2855297915678916,-0.5710097919249227,1,-0.6500520053414033,-1.3451309297254321,-1.307031501579606,1.4500792487772804,2,8,2,7
3,-0.7032600436698101,-0.17156301100386992,0.5875307662528043,-0.4748963780341766,1,-1.2893128021057643,-0.6701016078378265,1.189345172651565,0.85456415687696,1,10,6,4
5,-0.4931435083636225,0.1096878267073923,0.7271305713158219,-1.2438036891601458,0,1.6947024786710296,1.4224892900137507,0.1194694551239203,-1.5274962107243222,0,9,9,2
4,1.1877887740858786,2.0784436906862283,0.8559919298355302,-1.1957469822147726,0,-1.6440605484527462,0.20743651061606075,0.4760946942998019,-0.9319811188240016,0,8,3,7
1,0.13720609755494045,0.953440339841179,0.936530278910348,1.35125848589,0,-1.6954290851661316,-1.3451309297254321,1.5459704118274467,0.25904906497663943,0,3,2,10
3,-1.3336096495883731,-0.7340646864263944,1.2855297915678916,-1.6763140516685033,2,0.10306659523518241,0.5449511715598635,-1.307031501579606,0.85456415687696,2,10,3,5
2,-1.5437261848945607,-1.0153155241376566,1.2855297915678916,-0.04238601552581895,0,0.4302718808958895,-0.40008987908278426,1.5459704118274467,0.85456415687696,0,10,3,2
1,1.608021844698254,2.9221962038200147,1.099396718150535,1.2070883650538808,0,-0.8560662004436949,-0.1975810825165026,0.4760946942998019,0.25904906497663943,1,7,1,8
1,-1.3336096495883731,-0.7340646864263944,1.2855297915678916,-0.37878296414343043,1,-1.1462213338809144,-0.9401133365928688,0.4760946942998019,-0.33646602692368105,0,4,2,9
1,1.1877887740858786,0.953440339841179,-0.003083793629192838,0.534294467818658,1,0.8020666765685612,0.2749394428048213,-0.9504062624037244,-0.9319811188240016,1,2,4,8
4,-1.5437261848945607,-1.0153155241376566,1.2855297915678916,-1.484087223887011,1,1.6355671954328512,1.0174716968811874,-0.23715578405196125,1.4500792487772804,1,9,6,3
1,1.608021844698254,2.0784436906862283,0.540997497898465,-0.04238601552581895,1,1.2807057547177112,0.8149629003149058,0.1194694551239203,-0.33646602692368105,2,1,8,9
1,0.977672238779691,1.2346911775524414,0.3548644244811084,0.0056706914195541235,2,1.1452886563435263,0.3424423749935819,-1.6636567407554874,0.25904906497663943,0,2,1,1
1,0.5574391681673158,-0.7340646864263944,-1.227266699566423,0.48623776087328485,2,0.05265735475313025,-0.13007815032774206,1.189345172651565,-0.33646602692368105,0,6,7,5
1,-0.0729104377512472,-1.0153155241376566,-1.506466309692458,1.0629182442177618,2,-0.9759000644822242,1.3549863578249903,-0.23715578405196125,-0.9319811188240016,1,4,3,1
1,1.1877887740858786,2.3596945283974904,1.0707608607017112,0.7745780025455233,2,0.8208688827026901,1.2874834256362298,0.8327199334756834,-1.5274962107243222,2,5,6,1
2,0.13720609755494045,0.953440339841179,0.936530278910348,0.48623776087328485,0,-1.4872902265588874,-1.1426221331591504,1.5459704118274467,-0.33646602692368105,2,4,10,10
2,0.3473226328611281,-0.17156301100386992,-0.5758009426056748,-0.715179912761042,2,-0.6491140268040998,0.6124541037486241,-0.9504062624037244,0.85456415687696,2,8,5,2
1,0.7675557034735033,2.0784436906862283,1.2855297915678916,0.10178410531030027,2,-1.425305478218749,-0.13007815032774206,-1.307031501579606,-1.5274962107243222,2,3,4,7
2,-1.5437261848945607,-1.0153155241376566,1.2855297915678916,-0.7632366197064151,1,1.6625127606862966,0.7474599681261452,-0.9504062624037244,0.25904906497663943,1,8,6,6
1,-1.1234931142821853,-0.7340646864263944,-0.11046825906228314,0.19789751920104642,2,1.3405516277568772,-0.8051074722153476,-1.307031501579606,1.4500792487772804,1,4,4,6
5,-0.28302697305743485,0.1096878267073923,0.3548644244811084,-1.1957469822147726,0,0.4099916479757067,0.6124541037486241,1.5459704118274467,-0.9319811188240016,1,6,6,2
1,-1.5437261848945607,-1.0153155241376566,1.2855297915678916,-0.2826695502526843,2,-0.6742831175550765,0.5449511715598635,-0.5937810232278428,-0.33646602692368105,1,5,4,9
2,-0.4931435083636225,0.39093866441865455,1.2855297915678916,-0.18655613636193816,2,-1.451888642673691,-0.40008987908278426,0.8327199334756834,-1.5274962107243222,2,2,9,1
1,-0.0729104377512472,0.1096878267073923,0.0889600338848846,1.0148615372723886,2,-1.2432168417157061,1.4899922222025113,-0.5937810232278428,-1.5274962107243222,0,10,9,1
2,1.3979053093920664,2.6409453661087525,1.086101498620724,-1.0515768613786536,1,1.516920016361971,1.4899922222025113,-0.5937810232278428,0.85456415687696,1,1,7,5
1,0.7675557034735033,0.6721895021299168,0.016440654631369005,0.7745780025455233,2,0.49576694285290596,-0.8726104044041082,-1.6636567407554874,0.85456415687696,2,2,10,7
1,1.3979053093920664,-1.0153155241376566,-1.506466309692458,1.5434853136714926,0,0.5796733865535082,-0.737604540026587,1.189345172651565,0.25904906497663943,2,9,4,6
5,0.977672238779691,0.953440339841179,0.12219808270941276,-1.6763140516685033,1,-0.5347161747431246,-0.8726104044041082,0.4760946942998019,0.25904906497663943,2,5,8,7
2,0.13720609755494045,1.2346911775524414,1.2855297915678916,-1.1957469822147726,1,1.5480651673392523,0.3424423749935819,-0.9504062624037244,0.25904906497663943,0,6,1,10
6,0.13720609755494045,1.2346911775524414,1.2855297915678916,-1.387973809996265,2,-1.49566097441452,0.6124541037486241,1.5459704118274467,-1.5274962107243222,2,9,10,10
1,-1.3336096495883731,-1.0153155241376566,-1.506466309692458,1.4954286067261193,0,1.2385038264370645,-0.26508401470526316,0.4760946942998019,1.4500792487772804,1,2,2,2
1,-0.4931435083636225,-0.45281384871513214,-0.38966786918831803,-0.5710097919249227,2,-1.044621204135724,0.07243064623853962,-0.5937810232278428,0.85456415687696,0,5,1,3
1,0.7675557034735033,-1.0153155241376566,-1.506466309692458,-0.04238601552581895,1,1.2129083818054953,-1.5476397262917139,-0.5937810232278428,-1.5274962107243222,2,5,1,9
1,1.3979053093920664,0.6721895021299168,-0.30989655200945104,-0.1384994294165651,1,-0.03402038917132314,1.2199804934474692,-1.307031501579606,-0.33646602692368105,1,6,10,6
3,-0.28302697305743485,-1.0153155241376566,-1.506466309692458,-1.2918603961055188,0,0.3982313867693638,-0.8051074722153476,-0.23715578405196125,-0.9319811188240016,1,1,6,9
4,-0.28302697305743485,0.6721895021299168,1.2855297915678916,-1.1957469822147726,2,0.6916907627811753,0.6124541037486241,0.4760946942998019,-1.5274962107243222,1,6,6,7
5,-0.28302697305743485,0.6721895021299168,1.2855297915678916,-1.5321439308323843,1,0.6460211562717096,-0.5350957434603054,1.5459704118274467,0.25904906497663943,1,6,1,5
1,-0.4931435083636225,-0.17156301100386992,0.16873135106375176,-0.715179912761042,1,0.42393341987108113,-0.13007815032774206,-0.23715578405196125,0.25904906497663943,0,6,1,3
3,-0.9133765789759978,-1.0153155241376566,-1.506466309692458,-1.3399171030508918,2,-0.34641698337945104,1.4224892900137507,0.1194694551239203,0.85456415687696,0,9,1,6
6,-1.5437261848945607,-1.0153155241376566,1.2855297915678916,-1.6763140516685033,2,-0.9007054517417287,0.7474599681261452,0.1194694551239203,1.4500792487772804,0,10,9,7
1,-0.4931435083636225,-0.45281384871513214,-0.38966786918831803,1.255145071999254,0,-1.1079418613017187,0.3424423749935819,-0.5937810232278428,-0.33646602692368105,2,10,5,6
4,-1.5437261848945607,-1.0153155241376566,1.2855297915678916,-1.6282573447231303,1,0.5468441377478863,0.3424423749935819,-1.307031501579606,-0.33646602692368105,0,2,9,8
1,-0.7032600436698101,-0.45281384871513214,-0.11046825906228314,0.0056706914195541235,1,-0.8442917274413322,1.0174716968811874,0.8327199334756834,-0.33646602692368105,0,3,3,5
3,-0.7032600436698101,-0.45281384871513214,-0.11046825906228314,-1.436030516941638,1,1.5352745509214776,-1.3451309297254321,-0.9504062624037244,0.85456415687696,1,6,5,1
2,1.3979053093920664,2.6409453661087525,1.086101498620724,-1.1957469822147726,0,1.491758031509004,-1.6151426584804742,-1.6636567407554874,1.4500792487772804,0,1,10,10
1,0.5574391681673158,0.1096878267073923,-0.38966786918831803,0.19789751920104642,0,0.5433409300290181,1.5574951543912718,-1.6636567407554874,-1.5274962107243222,1,8,1,3
3,0.5574391681673158,0.6721895021299168,0.16873135106375176,-0.7632366197064151,1,-0.24349515660442375,0.13993357842730017,-0.9504062624037244,0.85456415687696,1,10,9,10
3,-1.3336096495883731,-1.0153155241376566,-1.506466309692458,-0.6190664988702959,0,1.1819337723804508,-0.602598675649066,1.189345172651565,-1.5274962107243222,2,10,5,5
2,0.7675557034735033,0.39093866441865455,-0.23737717275593542,0.053727398364927195,0,-1.1529861487863153,-1.1426221331591504,1.5459704118274467,-0.33646602692368105,0,4,5,4
4,-0.28302697305743485,-1.0153155241376566,-1.506466309692458,-1.436030516941638,1,0.5107745994497617,0.7474599681261452,-0.5937810232278428,-1.5274962107243222,2,9,9,1
1,0.5574391681673158,-0.17156301100386992,-0.6688674793143531,1.0148615372723886,2,0.41673514518707794,1.4224892900137507,0.1194694551239203,-1.5274962107243222,1,2,10,8
1,1.3979053093920664,0.39093866441865455,-0.5093248449566188,1.0148615372723886,0,1.494323260690569,0.8149629003149058,0.4760946942998019,0.85456415687696,2,8,4,10
1,0.13720609755494045,0.1096878267073923,-0.11046825906228314,-0.09044272247119202,1,0.01202582993266587,-1.2776279975366716,-0.9504062624037244,-0.33646602692368105,1,5,5,4
1,-0.9133765789759978,-0.7340646864263944,-0.5758009426056748,0.8706914164362695,1,-0.2150573527689046,1.084974629069948,0.8327199334756834,-0.9319811188240016,2,3,4,6
5,-0.9133765789759978,-0.7340646864263944,-0.5758009426056748,-1.5321439308323843,1,-0.044785824656283536,-0.13007815032774206,0.4760946942998019,-0.9319811188240016,1,10,6,4
6,-1.5437261848945607,-1.0153155241376566,1.2855297915678916,-1.7243707586138766,2,0.3980111039310577,1.6249980865800324,1.5459704118274467,1.4500792487772804,0,7,4,1
1,-1.1234931142821853,-0.45281384871513214,1.2855297915678916,1.35125848589,0,1.4442622092110007,0.9499687646924269,0.4760946942998019,1.4500792487772804,0,5,7,10
2,1.3979053093920664,0.39093866441865455,-0.5093248449566188,-0.18655613636193816,1,1.3846366190101407,-0.26508401470526316,1.5459704118274467,0.25904906497663943,1,4,3,10
1,-0.0729104377512472,0.1096878267073923,0.0889600338848846,1.5434853136714926,0,-0.2559375840197146,0.8149629003149058,0.8327199334756834,0.25904906497663943,1,3,7,9
1,1.608021844698254,-0.17156301100386992,-0.948067089440388,1.4954286067261193,0,-1.320891412861648,0.4099453071823424,1.5459704118274467,0.25904906497663943,0,3,3,4
1,1.1877887740858786,0.1096878267073923,-0.6473905862277349,1.35125848589,2,-1.0089638079221719,-1.6151426584804742,-0.9504062624037244,-0.9319811188240016,0,6,2,1
2,-0.4931435083636225,-0.17156301100386992,0.16873135106375176,-1.0515768613786536,0,-1.5184069539441294,-0.13007815032774206,0.1194694551239203,0.25904906497663943,1,7,1,1
1,-1.5437261848945607,-1.0153155241376566,1.2855297915678916,0.6304078817094041,1,-1.2751649591681034,0.2749394428048213,-0.9504062624037244,0.85456415687696,0,4,4,6
1,1.608021844698254,1.5159420152637035,0.16873135106375176,0.8226347094908963,1,-0.09545087746669119,0.8149629003149058,-0.5937810232278428,0.25904906497663943,0,3,8,10
2,0.13720609755494045,0.39093866441865455,0.23853125359526056,-0.715179912761042,1,0.4936920206340225,-0.1975810825165026,0.1194694551239203,-1.5274962107243222,0,2,6,6
1,-0.0729104377512472,0.1096878267073923,0.0889600338848846,0.29401093309179255,2,-0.13686405106824182,-1.4126338619141927,-1.307031501579606,0.25904906497663943,1,10,2,8
3,0.977672238779691,0.1096878267073923,-0.5758009426056748,-0.9074067405425342,1,0.34841193582213126,0.477448239371103,-0.5937810232278428,0.25904906497663943,0,7,10,3
1,-1.5437261848945607,-1.0153155241376566,1.2855297915678916,-0.42683967108880355,0,-1.6634738618157243,-0.602598675649066,-0.9504062624037244,0.85456415687696,0,1,7,2
1,-1.3336096495883731,-0.7340646864263944,1.2855297915678916,0.39012434698253873,1,0.14177952759298057,1.4224892900137507,0.1194694551239203,-1.5274962107243222,2,8,4,10
1,-0.4931435083636225,0.39093866441865455,1.2855297915678916,1.1109749511631348,2,-1.2487736539594283,0.2749394428048213,-1.307031501579606,0.85456415687696,2,1,1,7
1,0.5574391681673158,0.39093866441865455,-0.11046825906228314,-0.18655613636193816,2,1.4754571014743512,1.2199804934474692,0.4760946942998019,0.85456415687696,2,2,3,10
4,-1.5437261848945607,-1.0153155241376566,1.2855297915678916,-1.5321439308323843,2,-1.5273248559465222,1.4224892900137507,0.1194694551239203,-0.33646602692368105,2,4,7,3
1,-0.0729104377512472,-0.7340646864263944,-1.1076097237981224,0.10178410531030027,1,1.1345587503486152,-0.46759281127154484,0.1194694551239203,-1.5274962107243222,0,7,9,3
2,-1.1234931142821853,-0.45281384871513214,1.2855297915678916,-0.5229530849795497,0,-0.11801210364804383,1.0174716968811874,0.1194694551239203,0.85456415687696,1,1,5,1
2,0.5574391681673158,1.797192852974966,1.2855297915678916,0.0056706914195541235,1,-0.9088488108610452,0.2749394428048213,0.4760946942998019,0.85456415687696,1,5,9,4
1,1.608021844698254,1.5159420152637035,0.16873135106375176,1.0148615372723886,1,-0.6095910220731758,-1.2776279975366716,0.8327199334756834,-0.33646602692368105,0,3,8,5
1,-0.4931435083636225,-1.0153155241376566,-1.506466309692458,1.6395987275622386,1,-0.3680473369215101,1.4899922222025113,-1.307031501579606,0.25904906497663943,1,1,10,10
1,-1.3336096495883731,-0.7340646864263944,1.2855297915678916,1.35125848589,2,-0.6673051257093794,0.07243064623853962,1.5459704118274467,0.25904906497663943,1,2,6,4
2,1.1877887740858786,-0.17156301100386992,-0.8621595170939157,-1.0035201544332804,1,0.21796186015684882,-0.8051074722153476,-1.307031501579606,0.25904906497663943,2,6,9,7
1,-1.3336096495883731,-1.0153155241376566,-1.506466309692458,1.1109749511631348,0,0.48122827552470204,-0.602598675649066,0.8327199334756834,-0.9319811188240016,2,4,5,6
1,-0.4931435083636225,-0.7340646864263944,-0.948067089440388,-0.33072625719805737,0,-1.6112455114431443,-1.3451309297254321,-0.9504062624037244,1.4500792487772804,1,1,10,3
1,0.7675557034735033,0.1096878267073923,-0.49119500014323986,-0.09044272247119202,0,-0.7190573809152979,0.8149629003149058,-0.9504062624037244,1.4500792487772804,2,8,2,10
4,1.608021844698254,-0.17156301100386992,-0.948067089440388,-1.7243707586138766,1,1.1583279791916465,-1.0751192009703898,-1.6636567407554874,0.25904906497663943,2,9,8,3
2,0.13720609755494045,-0.17156301100386992,-0.45946777171982683,0.14984081225567333,0,-0.17190323415493466,0.8824658325036663,1.5459704118274467,-1.5274962107243222,0,2,10,5
1,-1.3336096495883731,-1.0153155241376566,-1.506466309692458,-0.2826695502526843,0,-0.295830095447152,0.5449511715598635,-0.9504062624037244,1.4500792487772804,0,7,4,10
1,0.7675557034735033,0.953440339841179,0.2702584820186736,1.35125848589,0,-0.023382859850540495,1.6249980865800324,-1.307031501579606,-0.9319811188240016,1,8,9,4
1,0.7675557034735033,0.1096878267073923,-0.49119500014323986,-0.04238601552581895,2,0.2885589568849554,1.1524775612587086,-0.5937810232278428,-0.9319811188240016,1,3,7,8
2,-0.7032600436698101,0.1096878267073923,1.2855297915678916,-0.33072625719805737,1,-1.575822609863918,-1.0076162687816292,0.1194694551239203,0.85456415687696,1,4,7,7
1,-0.7032600436698101,0.1096878267073923,1.2855297915678916,1.6876554345076116,0,0.2076583080425303,-1.0076162687816292,-0.5937810232278428,-0.33646602692368105,0,5,8,8
1,-1.1234931142821853,-0.7340646864263944,-0.11046825906228314,0.6784645886547771,1,-1.032185882618443,1.2199804934474692,-1.307031501579606,-0.9319811188240016,1,5,8,3
1,0.7675557034735033,-1.0153155241376566,-1.506466309692458,1.0148615372723886,1,-0.6314345525555312,-1.5476397262917139,1.5459704118274467,-0.9319811188240016,0,1,10,10
1,-1.1234931142821853,-1.0153155241376566,-1.506466309692458,0.9187481233816425,0,-0.9975162062282635,0.7474599681261452,1.5459704118274467,-0.9319811188240016,0,8,4,5
1,-0.4931435083636225,-0.45281384871513214,-0.38966786918831803,0.19789751920104642,1,-0.38243678039150664,-0.1975810825165026,-0.5937810232278428,0.85456415687696,2,4,4,1
4,0.3473226328611281,1.2346911775524414,0.9753080025389638,-1.3399171030508918,2,-0.5336787136336829,-0.13007815032774206,-0.23715578405196125,0.25904906497663943,1,5,7,5
1,1.608021844698254,3.203447041531277,1.2855297915678916,-0.4748963780341766,0,0.1291736645234626,-1.0076162687816292,-1.307031501579606,0.85456415687696,0,3,6,10
1,1.1877887740858786,1.797192852974966,0.6412229989693495,0.8226347094908963,0,-0.7214165390545764,-1.6151426584804742,0.1194694551239203,1.4500792487772804,2,2,1,5
1,1.1877887740858786,1.797192852974966,0.6412229989693495,1.3993151928353733,1,-0.020348641400323934,0.3424423749935819,-1.6636567407554874,-1.5274962107243222,2,10,7,10
2,-0.7032600436698101,-0.7340646864263944,-0.8084672843773706,-0.6671232058156689,0,-1.0677651139538862,-1.5476397262917139,0.1194694551239203,-1.5274962107243222,2,6,2,10
1,0.3473226328611281,-1.0153155241376566,-1.506466309692458,-0.5229530849795497,2,-0.19147287727413,1.2874834256362298,-1.307031501579606,-0.9319811188240016,2,5,1,10
2,-0.9133765789759978,-1.0153155241376566,-1.506466309692458,-0.9074067405425342,1,1.3887225103658187,0.4099453071823424,-0.9504062624037244,-0.33646602692368105,1,7,8,4
1,0.3473226328611281,0.6721895021299168,0.3548644244811084,0.3420676400371656,1,-1.1386606583984076,1.2199804934474692,-0.5937810232278428,0.25904906497663943,1,1,10,2
3,0.5574391681673158,-0.7340646864263944,-1.227266699566423,-1.2438036891601458,2,1.5175879707748992,1.084974629069948,-0.23715578405196125,0.25904906497663943,1,7,6,7
1,-1.5437261848945607,-1.0153155241376566,1.2855297915678916,0.534294467818658,1,0.5056725646786715,1.5574951543912718,1.189345172651565,-1.5274962107243222,0,9,5,4
